year,game_code,a_team_code,b_team_code,a_result,b_result,a_points,b_points,a_rush,b_rush,a_offense_rush_yards,b_defense_rush_yards,a_defense_rush_yards,b_offense_rush_yards,a_offense_pass_yards,b_defense_pass_yards,a_defense_pass_yards,b_offense_pass_yards,a_pass,b_pass,a_incomplete_pass,b_incomplete_pass,a_penalty,b_penalty,a_penalty_yards,b_penalty_yards,half_diff_score,half_diff_score_abs,half_leader,hometeam,b_home,visit_date,stadium_code,stadium_name,site,city,state,capacity,surface,surfaceint,year_opened,a_team_name,a_name_conference,team_name,name_conference
2013,663014020131109,140,663,1,0,14,10,10,17,16,16,38,38,148,148,243,243,15,26,1,3,5,3,50,24,4,4,ATEAM     ,A,0,11/9/2013,97,Nippert Stadium                                                            ,TEAM           ,Cincinnati                                                                 ,OH,38000,FieldTurf                ,0,1916,Cincinnati                                        ,Big East Conference/American Athletic                                      ,SMU                                               ,Big East Conference/American Athletic                                      
2010,663019620101126,663,196,1,0,10,14,17,15,57,57,60,60,118,118,118,118,19,17,9,6,3,1,25,5,-4,4,BTEAM     ,B,1,11/26/2010,81,Dowdy Ficklen Stadium                                                      ,TEAM           ,Greenville                                                                 ,NC,43000,Grass                    ,1,1963,SMU                                               ,Big East Conference/American Athletic                                      ,East Carolina                                     ,Conference USA                                                             
2011,663028820111119,663,288,0,1,0,13,11,22,22,22,91,91,82,82,166,166,14,23,5,8,0,2,0,10,-13,13,BTEAM     ,B,1,11/19/2011,126,Robertson Stadium                                                          ,TEAM           ,Houston                                                                    ,TX,32000,Grass                    ,1,1946,SMU                                               ,Big East Conference/American Athletic                                      ,Houston                                           ,Big East Conference/American Athletic                                      
2009,663038820091121,388,663,1,0,10,10,23,14,87,87,98,98,109,109,61,61,11,11,4,5,5,3,37,20,0,0,TIED      ,A,0,11/21/2009,142,Joan Edwards Stadium                                                       ,TEAM           ,Huntington                                                                 ,WV,38016,FieldTurf                ,0,1991,Marshall                                          ,Conference USA                                                             ,SMU                                               ,Big East Conference/American Athletic                                      
2010,663057420101002,574,663,0,1,3,14,18,11,60,60,62,62,175,175,156,156,16,18,6,6,1,1,5,15,-11,11,BTEAM     ,A,0,10/2/2010,127,Rice Stadium                                                               ,TEAM           ,Houston                                                                    ,TX,70000,FieldTurf                ,0,1950,Rice                                              ,Conference USA                                                             ,SMU                                               ,Big East Conference/American Athletic                                      
2012,663057420121117,574,663,1,0,20,7,16,17,25,25,126,126,209,209,68,68,23,15,7,8,0,1,0,10,13,13,ATEAM     ,A,0,11/17/2012,127,Rice Stadium                                                               ,TEAM           ,Houston                                                                    ,TX,70000,FieldTurf                ,0,1950,Rice                                              ,Conference USA                                                             ,SMU                                               ,Big East Conference/American Athletic                                      
2013,663065120131123,663,651,1,0,3,0,6,12,19,19,33,33,171,171,83,83,25,18,4,4,2,0,7,0,3,3,ATEAM     ,B,1,11/23/2013,35,Raymond James Stadium                                                      ,TEAM           ,Tampa                                                                      ,FL,41441,Grass                    ,1,1998,SMU                                               ,Big East Conference/American Athletic                                      ,South Florida                                     ,Big East Conference/American Athletic                                      
2011,663066420111022,664,663,1,0,10,3,19,12,6,6,56,56,79,79,114,114,18,16,4,7,5,1,25,15,7,7,ATEAM     ,A,0,10/22/2011,75,Roberts Stadium                                                            ,TEAM           ,Hattiesburg                                                                ,MS,33000,Sportexe Momentum        ,0,1976,Southern Mississippi                              ,Conference USA                                                             ,SMU                                               ,Big East Conference/American Athletic                                      
2009,663069820091003,698,663,1,0,12,7,17,13,60,60,-7,-7,-70,-70,121,121,14,21,6,12,3,1,15,15,5,5,ATEAM     ,A,0,10/3/2009,125,Amon Carter Stadium                                                        ,TEAM           ,Fort Worth                                                                 ,TX,46000,Grass                    ,1,1929,TCU                                               ,Big 12 Conference                                                          ,SMU                                               ,Big East Conference/American Athletic                                      
2010,663069820111001,700,663,1,0,21,7,15,14,40,40,82,82,188,188,76,76,33,16,10,7,1,4,10,29,14,14,ATEAM     ,B,1,10/1/2011,125,Amon Carter Stadium                                                        ,TEAM           ,Fort Worth                                                                 ,TX,46000,Grass                    ,1,1929,Texas Tech                                        ,Big 12 Conference                                                          ,SMU                                               ,Big East Conference/American Athletic                                      
2010,663069820130928,663,704,0,1,7,21,8,18,35,35,87,87,92,92,174,174,14,25,4,10,1,2,5,20,-14,14,BTEAM     ,B,1,9/28/2013,125,Amon Carter Stadium                                                        ,TEAM           ,Fort Worth                                                                 ,TX,46000,Grass                    ,1,1929,SMU                                               ,Big East Conference/American Athletic                                      ,UTEP                                              ,Conference USA                                                             
2011,663070020100905,698,663,0,1,7,17,16,12,92,92,50,50,78,78,167,167,13,25,5,11,3,5,15,45,-10,10,BTEAM     ,B,1,9/5/2010,129,Jones SBC Stadium                                                          ,TEAM           ,Lubbock                                                                    ,TX,50000,FieldTurf                ,0,1947,TCU                                               ,Big 12 Conference                                                          ,SMU                                               ,Big East Conference/American Athletic                                      
2013,663070420121006,698,663,1,0,7,10,17,16,44,44,25,25,54,54,125,125,16,19,8,6,4,3,26,20,-3,3,BTEAM     ,B,1,10/6/2012,124,Sun Bowl                                                                   ,TEAM           ,El Paso                                                                    ,TX,50426,AstroPlay                ,0,1963,TCU                                               ,Big 12 Conference                                                          ,SMU                                               ,Big East Conference/American Athletic                                      
2009,663071820101030,719,663,0,1,7,7,21,19,56,56,-43,-43,57,57,138,138,16,16,9,6,5,1,26,15,0,0,TIED      ,B,1,10/30/2010,58,Louisiana Superdome                                                        ,TEAM           ,New Orleans                                                                ,LA,69082,FieldTurf                ,0,1975,Tulsa                                             ,Conference USA                                                             ,SMU                                               ,Big East Conference/American Athletic                                      
2010,663071820121013,718,663,0,1,7,3,29,14,182,182,-30,-30,24,24,168,168,6,24,3,12,1,1,15,5,4,4,ATEAM     ,A,0,10/13/2012,58,Louisiana Superdome                                                        ,TEAM           ,New Orleans                                                                ,LA,69082,FieldTurf                ,0,1975,Tulane                                            ,Conference USA                                                             ,SMU                                               ,Big East Conference/American Athletic                                      
2012,663071920111029,718,663,1,0,17,6,8,17,21,21,66,66,192,192,116,116,17,25,8,11,4,2,19,25,11,11,ATEAM     ,B,1,10/29/2011,105,Skelly Stadium                                                             ,TEAM           ,Tulsa                                                                      ,OK,40385,FieldTurf                ,0,1930,Tulane                                            ,Conference USA                                                             ,SMU                                               ,Big East Conference/American Athletic                                      
2010,663072620101016,726,663,1,0,0,14,27,12,53,53,70,70,29,29,129,129,5,19,2,6,1,1,5,14,-14,14,BTEAM     ,A,0,10/16/2010,62,Navy-Marine Corps Memorial Stadium                                         ,TEAM           ,Annapolis                                                                  ,MD,35000,FieldTurf                ,0,1959,Navy                                              ,Independent                                                                ,SMU                                               ,Big East Conference/American Athletic                                      
2009,664000920091001,664,9,0,1,7,10,10,25,15,15,143,143,179,179,6,6,17,5,4,3,1,6,5,45,-3,3,BTEAM     ,B,1,10/1/2009,2,Legion Field                                                               ,TEAM           ,Birmingham                                                                 ,AL,71594,FieldTurf                ,0,1927,Southern Mississippi                              ,Conference USA                                                             ,UAB                                               ,Conference USA                                                             
2011,664000920111117,664,9,0,1,21,24,14,30,54,54,146,146,128,128,138,138,12,17,4,7,2,2,20,15,-3,3,BTEAM     ,B,1,11/17/2011,2,Legion Field                                                               ,TEAM           ,Birmingham                                                                 ,AL,71594,FieldTurf                ,0,1927,Southern Mississippi                              ,Conference USA                                                             ,UAB                                               ,Conference USA                                                             
2013,664000920131130,9,664,0,1,21,13,23,8,136,136,-11,-11,192,192,237,237,10,26,2,12,3,3,10,30,8,8,ATEAM     ,A,0,11/30/2013,2,Legion Field                                                               ,TEAM           ,Birmingham                                                                 ,AL,71594,FieldTurf                ,0,1927,UAB                                               ,Conference USA                                                             ,Southern Mississippi                              ,Conference USA                                                             
2008,664003020080913,30,664,0,1,3,17,10,24,43,43,39,39,-3,-3,142,142,14,18,9,5,5,1,30,5,-14,14,BTEAM     ,A,0,9/13/2008,7,ASU Stadium                                                                ,TEAM           ,Jonesboro                                                                  ,AR,30964,FieldTurf                ,0,1974,Arkansas State                                    ,Sun Belt Conference                                                        ,Southern Mississippi                              ,Conference USA                                                             
2013,664003120130914,664,31,0,1,3,10,14,31,58,58,119,119,72,72,18,18,20,7,12,3,1,2,9,10,-7,7,BTEAM     ,B,1,9/14/2013,6,Donald W. Reynolds Razorback Stadium                                       ,TEAM           ,Fayetteville                                                               ,AR,72000,Sportexe PowerBlade      ,0,1938,Southern Mississippi                              ,Conference USA                                                             ,Arkansas                                          ,Southeastern Conference                                                    
2008,664003720080906,664,37,0,1,0,14,14,17,21,21,-93,-93,61,61,167,167,16,19,4,5,2,4,15,35,-14,14,BTEAM     ,B,1,9/6/2008,1,Jordan-Hare Stadium                                                        ,TEAM           ,Auburn                                                                     ,AL,87451,Grass                    ,1,1939,Southern Mississippi                              ,Conference USA                                                             ,Auburn                                            ,Southeastern Conference                                                    
2008,664012820081108,128,664,0,1,6,7,10,23,43,43,50,50,106,106,82,82,17,22,10,10,3,0,22,0,-1,1,BTEAM     ,A,0,11/8/2008,146,Bright House Networks Stadium                                              ,TEAM           ,Orlando                                                                    ,FL,45301,Grass                    ,1,2007,UCF                                               ,Big East Conference/American Athletic                                      ,Southern Mississippi                              ,Conference USA                                                             
2010,664012820101113,664,128,1,0,17,14,15,24,48,48,149,149,162,162,76,76,18,9,7,3,5,1,35,10,3,3,ATEAM     ,B,1,11/13/2010,146,Bright House Networks Stadium                                              ,TEAM           ,Orlando                                                                    ,FL,45301,Grass                    ,1,2007,Southern Mississippi                              ,Conference USA                                                             ,UCF                                               ,Big East Conference/American Athletic                                      
2012,664012820121013,664,128,0,1,7,17,10,22,42,42,107,107,68,68,161,161,13,21,6,6,1,2,10,11,-10,10,BTEAM     ,B,1,10/13/2012,146,Bright House Networks Stadium                                              ,TEAM           ,Orlando                                                                    ,FL,45301,Grass                    ,1,2007,Southern Mississippi                              ,Conference USA                                                             ,UCF                                               ,Big East Conference/American Athletic                                      
2009,664019620091128,196,664,1,0,17,7,16,17,87,87,-20,-20,170,170,140,140,25,15,10,8,1,6,15,55,10,10,ATEAM     ,A,0,11/28/2009,81,Dowdy Ficklen Stadium                                                      ,TEAM           ,Greenville                                                                 ,NC,43000,Grass                    ,1,1963,East Carolina                                     ,Conference USA                                                             ,Southern Mississippi                              ,Conference USA                                                             
2009,664028820091031,664,288,0,1,22,30,21,18,82,82,157,157,183,183,239,239,14,31,6,5,3,2,40,20,-8,8,BTEAM     ,B,1,10/31/2009,126,Robertson Stadium                                                          ,TEAM           ,Houston                                                                    ,TX,32000,Grass                    ,1,1946,Southern Mississippi                              ,Conference USA                                                             ,Houston                                           ,Big East Conference/American Athletic                                      
2011,664028820111203,664,288,1,0,21,14,16,21,81,81,46,46,149,149,119,119,21,22,11,7,1,6,5,25,7,7,ATEAM     ,B,1,12/3/2011,126,Robertson Stadium                                                          ,TEAM           ,Houston                                                                    ,TX,32000,Grass                    ,1,1946,Southern Mississippi                              ,Conference USA                                                             ,Houston                                           ,Big East Conference/American Athletic                                      
2009,664032820090926,664,328,0,1,14,21,13,23,-99,-99,90,90,173,173,234,234,16,29,2,9,5,1,50,0,-7,7,BTEAM     ,B,1,9/26/2009,51,Memorial Stadium                                                           ,TEAM           ,Lawrence                                                                   ,KS,50250,AstroPlay                ,0,1921,Southern Mississippi                              ,Conference USA                                                             ,Kansas                                            ,Big 12 Conference                                                          
2009,664036620100925,664,367,0,1,16,7,20,12,81,81,75,75,147,147,66,66,12,19,3,7,4,3,40,26,9,9,ATEAM     ,B,1,9/25/2010,59,Joe Aillet Stadium                                                         ,TEAM           ,Ruston                                                                     ,LA,30000,FieldTurf                ,0,1968,Southern Mississippi                              ,Conference USA                                                             ,Louisville                                        ,Big East Conference/American Athletic                                      
2010,664036620131109,664,366,1,0,3,3,24,14,102,102,41,41,3,3,203,203,20,21,7,10,1,1,5,5,0,0,TIED      ,B,1,11/9/2013,59,Joe Aillet Stadium                                                         ,TEAM           ,Ruston                                                                     ,LA,30000,FieldTurf                ,0,1968,Southern Mississippi                              ,Conference USA                                                             ,Louisiana Tech                                    ,Conference USA                                                             
2010,664036720091010,664,367,0,1,21,21,20,15,176,176,50,50,153,153,16,16,17,21,8,9,4,3,25,25,0,0,TIED      ,B,1,10/10/2009,54,Papa John's Cardinal Stadium                                               ,TEAM           ,Louisville                                                                 ,KY,42000,FieldTurf                ,0,1998,Southern Mississippi                              ,Conference USA                                                             ,Louisville                                        ,Big East Conference/American Athletic                                      
2013,664036720101221,366,664,1,0,16,3,21,12,113,113,27,27,102,102,67,67,21,25,11,10,0,0,0,0,13,13,ATEAM     ,B,1,12/21/2010,151,Tropicana Field                                                            ,NEUTRAL        ,St. Petersburg                                                             ,FL,45000,FieldTurf                ,0,1990,Louisiana Tech                                    ,Conference USA                                                             ,Southern Mississippi                              ,Conference USA                                                             
2009,664038820091114,664,388,1,0,14,13,11,16,28,28,21,21,60,60,196,196,11,33,5,15,5,3,60,37,1,1,ATEAM     ,B,1,11/14/2009,142,Joan Edwards Stadium                                                       ,TEAM           ,Huntington                                                                 ,WV,38016,FieldTurf                ,0,1991,Southern Mississippi                              ,Conference USA                                                             ,Marshall                                          ,Conference USA                                                             
2011,664038820110910,664,388,0,1,17,10,14,12,36,36,39,39,185,185,106,106,22,26,6,9,5,1,30,5,7,7,ATEAM     ,B,1,9/10/2011,142,Joan Edwards Stadium                                                       ,TEAM           ,Huntington                                                                 ,WV,38016,FieldTurf                ,0,1991,Southern Mississippi                              ,Conference USA                                                             ,Marshall                                          ,Conference USA                                                             
2008,664040420081025,664,404,0,1,10,20,8,24,80,80,125,125,98,98,165,165,14,19,5,6,2,1,5,5,-10,10,BTEAM     ,B,1,10/25/2008,115,Liberty Bowl                                                               ,TEAM           ,Memphis                                                                    ,TN,62380,FieldTurf                ,0,1965,Southern Mississippi                              ,Conference USA                                                             ,Memphis                                           ,Big East Conference/American Athletic                                      
2012,664040420121124,404,664,1,0,21,10,25,14,148,148,70,70,-4,-4,80,80,11,18,3,11,2,3,10,20,11,11,ATEAM     ,A,0,11/24/2012,115,Liberty Bowl                                                               ,TEAM           ,Memphis                                                                    ,TN,62380,FieldTurf                ,0,1965,Memphis                                           ,Big East Conference/American Athletic                                      ,Southern Mississippi                              ,Conference USA                                                             
2009,664041920091220,419,664,1,0,14,14,16,21,96,96,62,62,49,49,189,189,15,13,7,3,1,2,10,13,0,0,TIED      ,A,0,12/20/2009,58,Louisiana Superdome                                                        ,NEUTRAL        ,New Orleans                                                                ,LA,69082,FieldTurf                ,0,1975,Middle Tennessee                                  ,Conference USA                                                             ,Southern Mississippi                              ,Conference USA                                                             
2012,664046320120901,664,463,0,1,17,28,21,21,93,93,121,121,57,57,238,238,11,23,6,5,1,2,16,15,-11,11,BTEAM     ,B,1,9/1/2012,84,Memorial Stadium                                                           ,TEAM           ,Lincoln                                                                    ,NE,87091,FieldTurf                ,0,1923,Southern Mississippi                              ,Conference USA                                                             ,Nebraska                                          ,Big Ten Conference                                                         
2008,664057420081018,574,664,1,0,17,12,16,18,86,86,85,85,168,168,166,166,26,23,8,13,4,3,30,18,5,5,ATEAM     ,A,0,10/18/2008,127,Rice Stadium                                                               ,TEAM           ,Houston                                                                    ,TX,70000,FieldTurf                ,0,1950,Rice                                              ,Conference USA                                                             ,Southern Mississippi                              ,Conference USA                                                             
2012,664057420121027,664,574,0,1,10,21,28,18,43,43,104,104,89,89,136,136,13,13,5,5,4,1,25,5,-11,11,BTEAM     ,B,1,10/27/2012,127,Rice Stadium                                                               ,TEAM           ,Houston                                                                    ,TX,70000,FieldTurf                ,0,1950,Southern Mississippi                              ,Conference USA                                                             ,Rice                                              ,Conference USA                                                             
2008,664066320081129,664,663,1,0,7,3,18,12,71,71,9,9,114,114,118,118,14,24,5,12,4,3,19,41,4,4,ATEAM     ,B,1,11/29/2008,122,Gerald Ford Stadium                                                        ,TEAM           ,Dallas                                                                     ,TX,32000,A-Turf                   ,0,2000,Southern Mississippi                              ,Conference USA                                                             ,SMU                                               ,Big East Conference/American Athletic                                      
2011,664070420111029,664,704,1,0,10,10,18,18,67,67,49,49,90,90,125,125,15,15,5,5,1,2,5,28,0,0,TIED      ,B,1,10/29/2011,124,Sun Bowl                                                                   ,TEAM           ,El Paso                                                                    ,TX,50426,AstroPlay                ,0,1963,Southern Mississippi                              ,Conference USA                                                             ,UTEP                                              ,Conference USA                                                             
2008,664071620081221,716,664,0,1,17,14,13,24,-25,-25,179,179,113,113,127,127,16,19,6,7,4,3,35,18,3,3,ATEAM     ,A,0,12/21/2008,58,Louisiana Superdome                                                        ,NEUTRAL        ,New Orleans                                                                ,LA,69082,FieldTurf                ,0,1975,Troy                                              ,Sun Belt Conference                                                        ,Southern Mississippi                              ,Conference USA                                                             
